code,term
T16..00,"Motor vehicle traffic accident due to loss of control, without collision on the highway"
T160.00,"Motor vehicle traffic accident due to motor vehicle failing to make curve, without collision on the highway"
T154.00,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and boundary fence"
T15z.00,MVTA involving collision between motor vehicle + object NOS
T151.00,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and animal"
T150.00,MVTA involving collision between motor vehicle and bridge
T152.00,"Motor vehicle traffic accident involving collision, on highway, between motor vehicle and fallen stone, traffic sign, tree or utility pole"
T156.00,MVTA involving collision between motor vehicle+safety island
T153.00,MVTA involving collision between motor vehicle+thrown object
T124.00,MVTA involving collision with abandoned motor vehicle
T131.00,MVTA involving collision with animal-drawn vehicle
T123.00,MVTA involving collision with disabled motor vehicle
T110.00,"MVTA + re-entrant collision + other motor vehicle, unspec"
T11..00,Motor vehicle traffic accident involving re-entrant collision with another motor vehicle
T11z.00,MVTA + re-entrant collision with another motor vehicle NOS
T180.00,Noncollision motor vehicle traffic accident involving accidental poisoning from exhaust gas generated by motor vehicle while in motion
T182.00,MVTA - explosion of any part of moving motor vehicle
T170.00,Noncollision motor vehicle traffic accident involving fall down stairs of motor bus while boarding or alighting
62PF.00,Bottle feeding at discharge from hospital
T171.00,Noncollision motor vehicle traffic accident involving fall from car in street while boarding or alighting
T183.00,MVTA - fall from motor vehicle while in motion
T186.00,MVTA - fire starting in motor vehicle while in motion
T188.00,MVTA - injured by being thrown against moving motor vehicle
T172.00,Noncollision motor vehicle traffic accident involving injury by moving part of the vehicle while boarding or alighting
T173.00,Noncollision motor vehicle traffic accident involving being trapped by door of motor bus while boarding or alighting
T184.00,MVTA - jump from motor vehicle while in motion
T163.00,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver falling asleep, without collision on the highway"
T164.00,"Motor vehicle traffic accident due to motor vehicle going out of control due to driver inattention, without collision on the highway"
T166.00,"Motor vehicle traffic accident due to motor vehicle going out of control due to failure of mechanical part, without collision on the highway"
T161.00,"Motor vehicle traffic accident due to motor vehicle going out of control due to blowout, without collision on the highway"
T162.00,"Motor vehicle traffic accident due to motor vehicle going out of control due to burst tyre, without collision on the highway"
T165.00,"Motor vehicle traffic accident due to motor vehicle going out of control due to excessive speed, without collision on the highway"
T189.00,MVTA - object falling in or on moving motor vehicle
T185.00,MVTA -accidentally pushed from moving motor vehicle
4JU8.00,Amantadine resistant virus present
4JU9.00,Respiratory syncytial virus A present
4JUA.00,Respiratory syncytial virus B present
T204.00,Nontraffic accident involving being run over or dragged by motor-driven snow vehicle
4JUB.00,Respiratory syncytial virus untyped strain present
T214.00,"Nontraffic accident involving being run over or dragged by off-road motor vehicle, except snow vehicle"
4JUC.00,Human metapneumovirus present
4JUD.00,Human Bocavirus present
4JUE.00,Human rhinovirus present
4JUF.00,Human parainfluenza virus present
4JUG.00,Human adenovirus present
4JUH.00,Human enterovirus present
4JUJ.00,Other respiratory virus detected
T203.00,MVNTA-overturning of motor-driven snow vehicle
4JUK.00,Mycoplasma pneumoniae present
T213.00,"Nontraffic accident involving overturning of off-road motor vehicle, except snow vehicle"
4JUL.00,No respiratory virus detected
4J3J.00,Virus resistance patterns examined
4J3K.00,Virus resistance patterns not examined
Q018.00,Fetus or neonate affected by maternal postnatal depression
138X.00,General practice physical activity questionnaire physical activity index: inactive
T202.00,MVNTA-hit by motor-driven snow vehicle
T212.00,MVNTA-hit by other off-road motor vehicle
138b.00,General practice physical activity questionnaire physical activity index: active
138Y.00,General practice physical activity questionnaire physical activity index: moderately inactive
T211.00,MVNTA-fall from other off-road motor vehicle
43tr.00,Scallop RAST test
T216.00,"Nontraffic accident involving collision between off-road motor vehicle, except snow vehicle, and animal being ridden or animal-drawn vehicle"
T218.00,"MVNTA-collision with other object, fixed or movable"
T201.00,MVNTA-fall from motor-driven snow vehicle
43bM.00,Diphtheria toxin neutralisation test
4QCD.00,Quinidine level
66Aq.00,Diabetic foot screen
T20..00,MVNTA involving motor-driven snow vehicle
T21z.00,MVNTA involving other off-road motor vehicle NOS
4JDd.00,Campylobacter serology
665H.00,Injectable neuroleptic managed by practice
N....00,Musculoskeletal and connective tissue diseases
Ny...00,Musculoskeletal or connective tissue diseases OS
SM81.00,Toxic effect from eating mushrooms
T250.00,"Motor vehicle nontraffic accident involving accidental poisoning from carbon monoxide generated by motor vehicle, except off-road motor vehicle, while in motion, not on public highway"
T222.00,"MVNTA - collision with other motor vehicle, not off-road MV"
T252.00,"Motor vehicle nontraffic accident involving explosion of any part of motor vehicle, except off-road motor vehicle, while in motion, not on public highway"
T253.00,"Motor vehicle nontraffic accident involving fall from motor vehicle, except off-road motor vehicle, while in motion, not on public highway"
T240.00,"Motor vehicle nontraffic accident involving fall while boarding or alighting from motor vehicle, except off-road motor vehicle, not on public highway"
T25A.00,"Motor vehicle nontraffic accident involving injury from moving part of motor vehicle, except off-road motor vehicle, while in motion, not on public highway"
T25B.00,"Motor vehicle nontraffic accident involving injury from object falling in or on motor vehicle, except off-road motor vehicle, while in motion, not on public highway"
T254.00,"Motor vehicle nontraffic accident involving jump from motor vehicle, except off-road motor vehicle, while in motion, not on public highway"
T242.00,"Motor vehicle nontraffic accident involving being trapped by door of motor vehicle while boarding or alighting from motor vehicle, except off-road motor vehicle, not on public highway"
T220.00,"Motor vehicle nontraffic accident involving collision, not on public highway, between motor vehicle, except off-road motor vehicle, and animal"
T221.00,"Motor vehicle nontraffic accident involving collision, not on public highway, between motor vehicle, except off-road motor vehicle, and nonmotor vehicle"
T223.00,"Motor vehicle nontraffic accident involving collision, not on public highway, between motor vehicle, except off-road motor vehicle, and pedestrian"
T224.00,"Motor vehicle nontraffic accident involving collision, not on public highway, between motor vehicle, except off-road motor vehicle, and railway train"
T23z.00,MVNTA involving collision with stationary object NOS
31A2.00,Musc.-skeletal test done
31A1.00,Musc.-skeletal test not done
7H5..00,Muscle operations
G544.00,Multiple valve diseases
S941.00,Multiple/unspec open wound of upper limb with complication
A722.00,Mumps encephalitis
A721.00,Mumps meningitis
A72z.00,Mumps with no complication
S942.00,Multiple/unspec open wound upper limb with tendon involved
S940.00,Multiple/unspec open wound upper limb without complication
AA21.00,Multiple yaws papillomata
L21z.00,Multiple pregnancy NOS
SDA..00,"Multiple superficial injuries/abdomen, lower back & pelvis"
F200.00,Multiple sclerosis of the brain stem
S72x.00,Multiple intrathoracic organ injury no open wound to cavity
S72y.00,Multiple intrathoracic organ injury with open wound into cavity
B63..00,Multiple myeloma and immunoproliferative neoplasms
S3y1.00,"Multiple open #both legs, leg + arm, leg + rib + sternum"
F326.00,Multiple cranial nerve palsy
L213.00,Multiple delivery
S04z.00,Multiple fractures involving skull/face with other bones NOS
C180.00,Multiple endocrine adenomatosis
S043.00,"Mult #skull/face + other bones, open + intracranial injury"
S042.00,"Mult #skull/face + other bones, open, no intracranial injury"
S041.00,"Mult #skull/face+other bones, closed + intracranial injury"
S040.00,"Mult #skull/face+other bones, closed, no intracranial injury"
SA42.00,Multiple and unspec open wound leg with tendon involvement
SA40.00,"Multiple and unspec open wound leg, without complication"
SA41.00,Multiple and unspec open wound of leg with complication
S3y0.00,"Multiple closed #both legs, leg + arm, leg + rib + sternum"
3874.00,Multidisciplinary care conference
S29..00,"Multiple fractures involving both upper limbs, and upper limb with rib(s) and sternum"
S3y..00,"Multiple #both legs, leg + arm ,leg + rib + sternum"
S3yz.00,"Multiple #both legs, leg + arm, leg + rib + sternum NOS"
S29z.00,Multiple #upper limbs & upper limb with rib + sternum NOS
PK7..00,Multiple congenital anomalies NOS
T2...00,"Motor vehicle non-traffic accident, MVNTA"
8732.00,Mouth to mouth ventilation
T25z.00,Motor vehicle nontraffic accident unspecified
T17z.00,Motor vehicle traffic accident while alighting from veh NOS
T17y.00,Motor vehicle traffic accident while boarding vehicle NOS
T1...00,Motor vehicle traffic accident
J003.00,Mottled teeth
PJy5.00,"Mosaicism, lines with various numbers of X chromosomes"
63C8.00,Mother < 20 years old
62PA.00,Mother currently breast-feeding
42N2.00,Increased blood monocyte number
F35..00,Mononeuritis lower limb
5B5..00,Microwave diathermy
E....00,Mental health disorder
42M3.00,Relative lymphocytosis
8Cc..00,Disease management
8Cc0.00,Management of multiple sclerosis in onset phase
8Cc1.00,Management of multiple sclerosis in early disease phase
8Cc2.00,Management of multiple sclerosis in stable disability phase
8Cc4.00,Management of multiple sclerosis in palliative phase
E310.00,"Moderate mental retardation, IQ in range 35-49"
8BP6.00,Not suitable for switch to generic medication
C230.00,Moderate protein-calorie malnutrition (weight for age 60-74% of standard)
1374.00,Moderate cigarette smoker (10-19 cigs/day)
A502.00,Modified smallpox - varioloid
44Y5.00,Mixed venous oxygen level
K582.00,Mittelschmerz
E2F5.00,Mixed disorder of psychological development
38...00,Misc. diagnostic procedures
4JLZ.00,Misc. fluid NOS for organism
62TZ.00,Misc. post natal data NOS
62T..00,Miscellaneous postnatal data
4JL..00,Miscellaneous sample for organism
7L1z.00,Miscellaneous operations NOS
8761.00,Mist inhalation therapy
43GB.00,Mitochondrial antibody screen
F39X.00,Mitochondrial myopathy
E2C4.00,Mixed disturbance of conduct and emotion
3962.00,Minimal help transferring from chair to bed
C231.00,Mild protein-calorie malnutrition (wt for age 75-89%)
Q216.00,Mild to moderate birth asphyxia - apgar score 4-7 at 1 minute
3AB1.00,Mildly abnormal behaviour
13U7.00,Milk/vitamins free
7434.00,Microtherapeutic endoscopic operations on larynx
P422.00,Microtia
54E7.00,Micturating cystography
1A3..00,Flow of urine
13G3.00,Midwife attends
7G04.00,Microscopically controlled excision of skin lesion
13N4.00,Micro-light flier
4J...00,Microbiology
B232.00,Malignant mesothelioma of pleura
33E..00,Metabolic function tests
C3z..00,Metabolic or immunity disorder NOS
L184.00,"Mental disorders during pregnancy, childbirth and the puerperium"
69FZ.00,Mental Health Act exam NOS
6894.00,Mental retardation screen
689Z.00,Mental/dev.handicap screen NOS
A365.00,Meningococcal meningitis with acute meningococcal septicaemia
K5A2.00,Female climacteric state
66UF.00,Menopause education
1517.00,Menses delayed
F010.00,Meningitis due to fungal organisms
F011.00,Meningitis due to viral organisms EC
A361.00,Meningococcal encephalitis
12P2.00,FH: Daughter alive with problem
12P1.00,FH: Daughter alive + well
12L2.00,FH: Father alive with problem
12L1.00,FH: Father alive and well
1287.00,FH: Manic-depressive state
128..00,FH - Mental disorder
12K2.00,FH: Mother alive with problem
12K1.00,FH: Mother alive and well
12Z2.00,FH: Non-accidental injury to child
12M2.00,FH: Sister alive with problem
12M1.00,FH: Sister alive and well
12O2.00,FH: Son alive + problem
12O1.00,FH: Son alive + well
761D.00,Fibreoptic endoscopic extirpation of lesion of upper gastrointestinal tract
771K.00,Endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope
42Q9.00,Fibrinogen assay/titre
8A32.00,Fibrinogen degrad. prod.screen
42QA.00,Fibrinogen degradation products
N239.00,Fibromyalgia
7255.00,Filtering operations on iris
8E32.00,Finger reading training
1834.00,Swelling of finger
T504.00,Fire on aircraft while taking off
3A30.00,Memory: present place not known
F560.00,Meniere disease
703..00,Meninges of brain operations
F005.00,Meningitis - meningococcal
F004.00,Meningitis - tuberculous
B768.00,Melanocytic naevus of skin
3AA1.00,Memory: address recall unsuccessful
3A91.00,Memory: count down unsuccessful
69B..00,Medicolegal examination
8DAZ.00,Medical equip. provision NOS
3861.00,Medical evaluation for rehab.
13VB.00,Member of medical family
6774.00,Medication counselling
8B3S.00,Medication review
SJ51.00,Injury of median nerve
8CM9.00,Mental health care programme approach contingency plan
TB...00,"Medical + surgical procedures causing complications,no blame"
8CQ1.00,Mental health care programme approach crisis plan
TA...00,Medical accidents to patients during surgical and medical care
13y9.00,Anthroposophist
13yJ.00,Asatruar
13y8.00,Black magic
13y7.00,Brahma Kumari
L18z.00,Medical condition NOS in pregnancy/childbirth/puerperium
13yK.00,Celtic pagan
135f.00,Confucianist
13y1.00,Kabbalist
872Z.00,Mechanical resp. assist. NOS
13y0.00,Lightworker
135z.00,New age practitioner
13yF.00,Occultist
135t.00,Satanist
135r.00,Shumei
135l.00,"African religion, follower of religion"
135m.00,"Yoruba, follower of religion"
N070.00,Derangement medial meniscus
13zY.00,Amish
13y6.00,British Israelite
13z1.00,Bulgarian Orthodox
SP01.00,Mechanical complication other vascular device/implant/graft
13z9.00,Catholic: non Roman Catholic
13ym.00,Celtic Christian
13yn.00,Celtic Orthodox Christian
13yp.00,Chinese Evangelical Christian
TA44.00,"Mechanical failure of instrument or apparatus during aspiration of fluid or tissue, puncture and catheterisation"
TA43.00,Mechanical failure of instrument or apparatus during endoscopic examination
13yl.00,Christian Existentialist
13yk.00,Christian Humanist
TA40.00,Mechanical failure of instrument or apparatus during surgical operation
13z8.00,Church in Wales
TA45.00,Mechanical failure of instrument or apparatus during heart catheterisation
TA41.00,Mechanical failure of instrument or apparatus during infusion or transfusion
13z7.00,"Church of Ireland, follower of religion"
TA4y.00,Mechanical failure of apparatus during other procedure
13z0.00,Eastern Orthodox
TA42.00,Mechanical failure of apparatus during perfusion
TA4z.00,Mechanical failure of apparatus during procedure NOS
13yo.00,Evangelical Christian
13zW.00,Free Evangelical Presbyterian
13zV.00,Free Presbyterian
13yY.00,Greek Catholic
13yi.00,Judaic Christian
13yX.00,Mennonite
SP04.00,"Mechanical complication of internal orthopaedic device, implant AND/OR graft"
13yW.00,Old Catholic
13zP.00,Reformed Christian
13zT.00,Reformed Presbyterian
SP05.00,Mechanical complication of other prosthetic device
13zB.00,Reformed Protestant
13yy.00,Romanian Orthodox
TA4..00,Mechanical failure of instrument or apparatus during procedure
13yr.00,Swedenborgian
13yw.00,Syrian Orthodox
65A2.00,Measles vaccination plus immunoglobulin
65A..00,Measles vaccination
13z5.00,Ukrainian Catholic
13yT.00,Zwinglian
135v.00,Radha Soami
65M1.00,Measles-mumps-rubella vaccination
65M2.00,Measles/rubella vaccination
13y2.00,Infinite way
13y4.00,Deist
135j.00,Druze
135y.00,Peyotist
872..00,Mechanical assistance to resp.
SP03.00,Mechanical complication genito-urinary device/implant/graft
135w.00,Pantheist
SP02.00,"Mechanical complication of nervous system device, implant AND/OR graft"
135u.00,Santeria
135o.00,Universalist
135p.00,Unitarian Universalist
13yh.00,Messianic Jew
6866.00,Bowel cancer screening programme: faecal occult blood result
135x.00,"Native American religion, follower of religion"
428..00,MCH - Mean corpuscular haemoglobin
429..00,MCHC - Mean corpuscular haemoglobin concentration
42A..00,MCV - Mean corpuscular volume
67AA.00,Maternity milk and vitamins advice
635..00,Maturity of baby
62SZ.00,Maternal P/N 6 week exam. NOS
Q0z..00,Maternal problem unrelated preg affecting fetus/neonate NOS
Q0y..00,Maternal problems unrelated preg affecting fetus/neonate OS
L170.00,"Maternal syphilis during pregnancy, childbirth and the puerperium"
L173.00,"Maternal tuberculosis during pregnancy, childbirth and the puerperium"
L51X.00,"Maternal care/known or suspected fetal problem,unspecifd"
L171.00,"Maternal gonorrhoea during pregnancy, childbirth and the puerperium"
L17z.00,Maternal infect/parasitic dis NOS in pregnancy/childb/puerp
L174.00,"Maternal malaria during pregnancy, childbirth and the puerperium"
58A2.00,Mass spectrometry measurement
855Z.00,Massage NOS
B673.00,Mast cell leukaemia
7F21.00,Manual removal of products of conception from delivered uterus
P2x4.00,Marcus - Gunn syndrome
B204.00,Malignant neoplasm of frontal sinus
A394.00,Madura foot - actinomycosis
55G..00,Lymphangiography
43GE.00,Lupus antibody screening
6873.00,Malnutrition screening
C10A.00,Malnutrition related diabetes mellitus
54L3.00,Breast contrast procedure
B023.00,"Malignant neoplasm, overlapping lesion of major salivary glands"
B54X.00,"Malignant neoplasm-pluriglandular involvement,unspecified"
B30X.00,"Malignant neoplasm/bones+articular cartilage/limb,unspfd"
B30W.00,Malignant neoplasm/overlap lesion/bone+articulr cartilage
B45X.00,Malignant neoplasm/overlapping lesion/feml genital organs
J108.00,Mallory-Weiss tear
B302.00,Malignant neoplasm of vertebral column
B16y.00,Malignant neoplasm other gallbladder/extrahepatic bile duct
B1zy.00,Malignant neoplasm other spec digestive tract and peritoneum
B33X.00,Malignant neoplasm overlapping lesion of skin
B542.00,Malignant neoplasm of pituitary gland and craniopharyngeal duct
B14z.00,"Malignant neoplasm rectum,rectosigmoid junction and anus NOS"
B332.00,Malignant neoplasm of skin of ear and external auricular canal
B333.00,Malignant neoplasm of skin of face
B309.00,"Malignant neoplasm, overlapping lesion of bone and articular cartilage of limbs"
B317.00,"Malignant neoplasm, overlap lesion connective & soft tissue"
B26..00,Primary malignant neoplasm of intrathoracic organs
B030.00,Malignant neoplasm of upper gum
B497.00,Malignant neoplasm of urachus
B4A2.00,Malignant tumour of ureter
B4A3.00,Malignant neoplasm of urethra
B054.00,Malignant neoplasm of uvula
B450.00,Malignant tumour of vagina
B47..00,Malignant tumour of testis
B240.00,Malignant neoplasm of thymus
B53..00,Malignant tumour of thyroid gland
B01..00,Malignant tumour of tongue
B060.00,Malignant tumour of tonsil
B061.00,Malignant neoplasm of tonsillar fossa
B220.00,Malignant neoplasm of trachea
B131.00,Malignant tumour of transverse colon
B063.00,Malignant neoplasm of vallecula
B12..00,Malignant tumour of small intestine
B053.00,Malignant neoplasm of soft palate
B485.00,Malignant neoplasm of spermatic cord
B205.00,Malignant neoplasm of sphenoidal sinus
B522.00,Malignant neoplasm of spinal cord
B137.00,Malignant neoplasm of splenic flexure of colon
B11..00,Malignant tumour of stomach
B212.00,Malignant neoplasm of subglottis
B022.00,Malignant neoplasm of sublingual gland
B133.00,Malignant tumour of sigmoid colon
B46..00,Malignant tumour of prostate
B081.00,Malignant neoplasm of pyriform sinus
B140.00,Malignant tumour of rectosigmoid junction
B4A1.00,Malignant tumour of renal pelvis
B505.00,Malignant neoplasm of retina
B056.00,Malignant neoplasm of retromolar area
B553.00,Malignant neoplasm of pelvis
B543.00,Malignant neoplasm of pineal gland
B23..00,Malignant neoplasm of pleura
B080.00,Malignant neoplasm of postcricoid region
B486.00,Malignant neoplasm of scrotum
B12y.00,Malignant neoplasm of other specified site small intestine
58EP.00,DXA scan T score
B440.00,Malignant tumour of ovary
B225.00,Malignant neoplasm of overlapping lesion of bronchus and lung
2BBp.00,On examination right red reflex present
2BBq.00,On examination left red reflex present
B17..00,Malignant tumour of pancreas
B541.00,Malignant neoplasm of parathyroid gland
B4A4.00,Malignant neoplasm of paraurethral glands
B020.00,Malignant tumour of parotid gland
B501.00,Malignant neoplasm of orbit
B06..00,Malignant tumour of oropharynx
B55z.00,Malignant neoplasm of other and ill defined site NOS
B5y..00,Malignant neoplasm of other and unspecified site OS
B0zy.00,"Malignant neoplasm of other sites lip, oral cavity, pharynx"
B031.00,Malignant neoplasm of lower gum
B001.00,"Malignant neoplasm of lower lip, vermilion border"
B202.00,Malignant neoplasm of maxillary sinus
B24X.00,"Malignant neoplasm of mediastinum, part unspecified"
B52X.00,"Malignant neoplasm of meninges, unspecified"
B507.00,Malignant neoplasm of lacrimal duct
B213.00,Malignant neoplasm of laryngeal cartilage
B0z2.00,Malignant neoplasm of laryngopharynx
B21..00,Malignant tumour of larynx
B072.00,Malignant neoplasm of lateral wall of nasopharynx
B016.00,Malignant neoplasm of lingual tonsil
B00..00,Malignant neoplasm of lip
B052.00,Malignant neoplasm of hard palate
B170.00,Malignant tumour of head of pancreas
B241.00,Malignant neoplasm of heart
B130.00,Malignant tumour of hepatic flexure
B08..00,Malignant neoplasm of hypopharynx
B122.00,Malignant tumour of ileum
B121.00,Malignant neoplasm of jejunum
B04..00,Malignant neoplasm of floor of mouth
B160.00,Malignant tumour of gallbladder
B4y..00,Malignant neoplasm of genitourinary organ OS
B481.00,Malignant neoplasm of glans penis
B03..00,Malignant neoplasm of gum
B132.00,Malignant tumour of descending colon
B120.00,Malignant tumour of duodenum
B484.00,Malignant neoplasm of epididymis
B161.00,Malignant tumour of extrahepatic bile duct
B331.00,Malignant tumour of eyelid
B441.00,Malignant neoplasm of fallopian tube
8HEB.00,Facilitated early discharge from hospital
B13..00,Malignant neoplasm of colon
B005.00,Malignant neoplasm of commissure of lip
B503.00,Malignant neoplasm of conjunctiva
B504.00,Malignant neoplasm of cornea
B520.00,Malignant neoplasm of cranial nerves
K556.00,Hypertrophic elongation of the cervix
B050.00,Malignant neoplasm of cheek mucosa
B506.00,Malignant neoplasm of choroid
B135.00,Malignant neoplasm of appendix
B136.00,Malignant tumour of ascending colon
B010.00,Malignant tumour of base of tongue
B517.00,Malignant neoplasm of brainstem
B326.00,Malignant melanoma of upper limb
B082.00,"Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect"
B510.00,Malignant neoplasm of cerebrum (excluding lobes and ventricles)
B16..00,Malignant neoplasm gallbladder and extrahepatic bile ducts
B16z.00,Malignant neoplasm gallbladder/extrahepatic bile ducts NOS
B6y..00,Malignant neoplasm lymphatic or haematopoietic tissue OS
43rQ.00,Uridine 1 small nuclear ribonucleoprotein antibody level
B162.00,Malignant neoplasm of ampulla of Vater
B321.00,Malignant melanoma of eyelid
B524.00,Malig neopl peripheral nerves and autonomic nervous system
B52W.00,"Malig neopl, overlap lesion brain & other part of CNS"
B62y.00,Malignant lymphoma
7813.00,Incision of gallbladder
13z6.00,Scottish Episcopalian
B31y.00,Malig neop connective and soft tissue other specified site
B311.00,Malignant neoplasm of connective and soft tissue of upper limb and shoulder
B500.00,"Malignant neoplasm of eyeball excluding conjunctiva, cornea, retina and choroid"
B20..00,"Malignant neoplasm of nasal cavities, middle ear and accessory sinuses"
B3...00,"Malignant neoplasm of bone, connective tissue, skin and breast"
B3z..00,"Malig neop of bone, connective tissue, skin and breast NOS"
B3y..00,"Malig neop of bone, connective tissue, skin and breast OS"
B310.00,"Malig neop of connective and soft tissue head, face and neck"
B312.00,Malignant neoplasm of connective and soft tissue of hip and lower limb
B316.00,Malignant neoplasm of connective and soft tissues of trunk
B54z.00,Malig neop of endocrine gland or related structure NOS
B4A..00,Malignant tumour of urinary system
B45..00,Malig neop of other and unspecified female genital organs
B52..00,Malig neop of other and unspecified parts of nervous system
B54..00,Malig neop of other endocrine glands and related structures
8H4i.00,Referral to vasectomy special interest general practitioner
B24y.00,"Malig neop of other site of heart, thymus and mediastinum"
B2...00,Malignant neoplasm of thoracic cavity structure
B2z0.00,"Malig neop of upper respiratory tract, part unspecified"
B1z..00,Malig neop oth/ill-defined sites digestive tract/peritoneum
B20y.00,"Malig neop other site nasal cavity, middle ear and sinuses"
B14y.00,"Malig neop other site rectum, rectosigmoid junction and anus"
B0z..00,"Malig neop other/ill-defined sites lip, oral cavity, pharynx"
B2z..00,Malig neop other/ill-defined sites resp/intrathoracic organs
54K4.00,Male genital contrast radiog.
K2...00,Male genital organ disease
7C...00,Male genital organ operations
447..00,Male sex hormones - serum level
8E9C.00,Canalith repositioning procedure
B25..00,"Malignant neoplasm, overlapping lesion of heart, mediastinum and pleura"
B201.00,"Malignant neoplasm of auditory tube, middle ear and mastoid air cells"
8EA..00,Functional restoration programme
M21X.00,"Hypertrophic disorder of skin, unspecified"
43QX.00,Maize RAST test
L40z.00,Major puerperal infection NOS
1684.00,Malaise and fatigue
42YK.00,Hypertonic cryohaemolysis test
4Q3J.00,Calprotectin level
8D52.00,Maintenance of posture aid
8B6Y.00,Folic acid prophylaxis
P421.00,Macrotia
S815.00,Magnetic foreign body penetrating the eyeball
38DJ.00,Edinburgh claudication questionnaire
8E7B.00,Graded exercise therapy
13l..00,Main spoken language
T45..00,Machinery accident in water transport (WT)
PF57.00,Macrodactylia (fingers)
4433.00,Luteinising hormone level
8Q1..00,Activity management for chronic fatigue syndrome
H57y.00,Lung involvement associated with another disorder
AC21.00,Echinococcus granulosus infection of lung
3375.00,Lung function mildly obstructed
3376.00,Lung function significantly obstructed
337..00,Lung function testing
44p2.00,Cardiac troponin positive
3387.00,Lung residual volume
44p3.00,Cardiac troponin negative
3385.00,Lung tidal volume
3388.00,Total lung capacity
3386.00,Vital capacity
8CM7.00,Falls prevention plan
2BBr.00,Impaired vision due to diabetic retinopathy
F331.00,Lumbosacral plexus lesions
8IAE.00,Falls prevention plan declined
44T6.00,Blood glucose level before lunch
55F3.00,Lower limb venogram
4L13.00,Apolipoprotein B-100 genotyping
N127.00,Degeneration of lumbar intervertebral disc
N122.00,Lumbar disc displacement
J372.00,Lumbar hernia - irreducible
4L14.00,Low density lipoprotein receptor genotyping
13Z3.00,Intelligence quotient low
L2B..00,Low maternal weight gain
53BZ.00,Lower abd. soft tiss.X-ray NOS
53B..00,Lower abdomen soft tissue X-ray
7D...00,Lower female genital tract operation
1B75.00,Loss of vision
Q114.00,Low birth weight
13yA.00,Animist
8B91.00,Low carbohydrate diet -prophyl
13yB.00,Ancestral worship
135s.00,Secularist
13zR.00,Free Methodist
13zQ.00,Independent Methodist
13yz.00,Indian Orthodox
13yv.00,Ukrainian Orthodox
SC11.00,Late effect of open wound arm or leg without tendon injury
13ye.00,Brethren
AE2z.00,Late effect of other infectious and parasitic disease NOS
13zC.00,French Protestant
SC23.00,Late effect of other trunk nerve/spinal plexus/root injury
SC25.00,Late effect of peripheral nerve of pelvis and lower limb
SC24.00,Late effect of peripheral nerve of shoulder and upper limb
SC40.00,"Late effect of poison due to drug, medicament or biological substance"
SC41.00,Late effect of poison due to nonmedical substance
67AE.00,Education about folic acid in first trimester
41...00,Laboratory procedures -general
M2V..00,"Localized connective tissue disorder, unspecified"
8HB4.00,Long term assistance
8B3G.00,Long term drug therapy
8BD..00,Long-term drug therapy
TN6..00,"Injury ?accidental, by cutting and stabbing instruments"
6653.00,Initial psychiatric assessment
13Iy.00,Family member subject of child protection plan
13Iz.00,Family member no longer subject of child protection plan
C381.00,Localised obesity
M07y.00,Local infection of skin or subcutaneous tissue OS
J6z..00,Disorder of digestive system
J6y..00,"Liver, biliary, pancreas + gastrointestinal diseases OS"
6127.00,Partner had tubal ligation
J695.00,Non-coeliac gluten sensitivity
7550.00,Insertion of copper wire into cheek
TN2z.00,"Injury ?accidental, poisoning by gas or vapour NOS"
TN11.00,"Injury undetermined whether accidentally or purposely inflicted, poisoning by liquefied petrol gas distributed in mobile containers"
TN21.00,"Injury ?accidental, poisoning by other carbon monoxide"
TN02.00,"Injury ?accidental, poisoning by other sedative/hypnotic"
TN2y.00,"Injury ?accidental, poisoning by other spec gas or vapour"
68Np.00,No consent for human papillomavirus vaccination
TN0z.00,"Injury ?accidental, poisoning by solid or liquid subst NOS"
TN03.00,"Injury ?accidental, poisoning by tranquilliser/psychotropic"
S....00,Injury and poisoning
TN10.00,"Injury undetermined whether accidentally or purposely inflicted, poisoning by gas distributed by pipeline"
85D..00,Injection given
J301.00,Obstructed inguinal hernia
8762.00,Inhalation therapy procedure
TF1z.00,Inhalation/ingestion food - resp obstruction/suffocation NOS
TF2z.00,Inhalation/ingestion obj NOS + resp obstruction/suffocation
TF1..00,Inhalation and ingestion of food causing obstruction of respiratory tract or suffocation
TF2..00,Inhalation/ingestion oth object-resp obstruction/suffocation
8CAv.00,Advised to contact primary care alcohol worker
AC20.00,Echinococcus granulosus infection of liver
AC25.00,Echinococcus multilocularis infection of liver
68Nq.00,Consent given for human papillomavirus vaccination
44G..00,Liver enzyme levels
44D..00,Liver function tests - general
8CEG.00,Long acting reversible contraception leaflet given
8B2W.00,Prescription of self-help book
780..00,Liver operation
H21..00,Pneumococcal lobar pneumonia
6661.00,Initial neurological assessment
6681.00,Initial ophthalmological assessment
8BMM.00,Issue of palliative care anticipatory medication box
65Z..00,Infect.dis.prevent/control NOS
8I58.00,Ambulance transport to hospital declined
J6...00,"Liver, biliary, pancreas + gastrointestinal diseases NEC"
8HkJ.00,Referral to alcohol brief intervention service
8HMJ.00,Listed for ENT admission
8CM8.00,Coordinated support plan
8HML.00,Listed for neurosurgical admission
